id,N,shots,created,validation_s,compile_s,queue_s,execution_s,postproc_s,billing_window_s,init_teardown_s,credit_cost
019de9b8-4119-7780-8f3e-2089000e1b03,28,500,2026-05-02T17:24:19.899535Z,0.100488,1.228945,4.75446,6.167949,0.035298,7.396894,1.2289449999999995,6.0
019de9b8-80d2-7563-8747-387cd44503cb,28,500,2026-05-02T17:24:36.194454Z,0.820796,1.222576,4.348955,6.170408,0.027324,7.392984,1.222576,6.0
019de9b8-c26c-78f1-85c0-e813a1af85d0,28,500,2026-05-02T17:24:52.990802Z,0.098614,1.230614,4.072354,6.167365,0.028102,7.397979,1.230614,6.0
019de9b8-ff76-7d41-9bab-28f76548ab9e,28,500,2026-05-02T17:25:08.620581Z,0.097776,1.235288,4.052595,6.099211,0.035236,7.334499,1.2352879999999997,6.0
019de9b9-3eb3-7433-a51d-21fad4c8bc1c,28,500,2026-05-02T17:25:24.810342Z,0.799371,1.210201,4.896798,6.178624,0.029402,7.388825,1.2102009999999996,6.0
019de9b9-81ae-74d2-87b3-0be5c3708199,28,500,2026-05-02T17:25:41.955700Z,0.850099,1.247705,4.91055,6.174909,0.037028,7.422614,1.2477049999999998,6.0
019de9b9-c649-7e81-bb0d-45da5897ddb7,28,500,2026-05-02T17:25:59.513128Z,0.098603,2.105107,4.862325,6.182089,0.034362,8.287196,2.1051069999999994,6.75
019de9ba-082d-7490-9d26-4b25f2fa05a7,28,500,2026-05-02T17:26:16.385050Z,0.096323,1.232419,4.47381,6.170017,0.035437,7.402436,1.2324190000000002,6.0
019de9ba-4716-7973-a20b-7166636195ee,28,500,2026-05-02T17:26:32.488326Z,0.877925,1.241165,4.920989,6.171475,0.038551,7.41264,1.2411649999999996,6.0
019de9ba-8a27-7cf3-84af-cb3cf03002a2,28,500,2026-05-02T17:26:49.657666Z,0.096379,1.276555,4.890591,6.144906,0.059602,7.421461,1.276555,6.0
019de9ba-ca99-7dc2-a612-aa32fe1461ff,28,500,2026-05-02T17:27:06.158238Z,0.828096,1.242581,5.668688,6.130366,0.033515,7.372947,1.2425809999999995,6.0
019de9bb-0f8d-7c10-9d8d-1e00b1f943c3,28,500,2026-05-02T17:27:23.806916Z,0.869043,1.251775,4.33718,6.171469,0.041048,7.423244,1.2517750000000003,6.0
019de9bb-4dd0-73e3-93d3-bb124ee28b9b,28,500,2026-05-02T17:27:39.745088Z,0.097547,1.255565,4.852215,6.172441,0.033695,7.428006,1.2555649999999998,6.0
019de9bb-8e27-7b61-bbc7-f3d4a7407593,28,500,2026-05-02T17:27:56.215686Z,0.09544,1.243209,3.466658,6.172761,0.036983,7.41597,1.2432089999999993,6.0
019de9bb-c7b0-7fe1-8ad3-e8d22f7702e6,28,500,2026-05-02T17:28:10.944390Z,0.061958,2.025538,4.724152,6.181609,0.03059,8.207147,2.025538000000001,6.75
019de9bc-0c10-7ff1-a2fc-afaf3f0a8f22,28,500,2026-05-02T17:28:28.449853Z,0.09571,1.191338,3.463627,6.176746,0.039389,7.368084,1.191338,6.0
019de9bc-451c-7170-b6b3-04597421248c,28,500,2026-05-02T17:28:43.056592Z,0.096972,1.223357,4.035645,6.17941,0.027891,7.402767,1.223357,6.0
019de9bc-8028-78a0-9cb9-4eecf1463014,28,500,2026-05-02T17:28:58.169982Z,0.098296,1.219706,4.072591,6.173088,0.039459,7.392794,1.2197060000000004,6.0
019de9bc-c0c6-7ab1-b45b-2da260884196,28,500,2026-05-02T17:29:14.712162Z,0.099057,1.212112,4.758382,6.172708,0.029551,7.38482,1.2121120000000003,6.0
019de9bc-fe3d-7ae0-9836-4555f02c95d3,28,500,2026-05-02T17:29:30.449073Z,0.098949,1.215067,3.532793,6.177385,0.036153,7.392452,1.2150669999999995,6.0
019de9bd-389e-7332-828f-d464fbf6db32,28,500,2026-05-02T17:29:45.391487Z,0.776217,1.192066,4.840574,6.170194,0.037574,7.36226,1.1920659999999996,6.0
019de9bd-7c57-77d1-ba15-210ccc7bc18e,28,500,2026-05-02T17:30:02.739700Z,0.825499,1.194672,4.948667,6.168258,0.02921,7.36293,1.1946720000000006,6.0
019de9bd-bbf8-7c40-bc31-9025654f7fc8,28,500,2026-05-02T17:30:19.022937Z,0.095505,2.022026,5.00747,6.065501,0.040881,8.087527,2.0220259999999994,6.75
019de9be-004f-72d0-892a-1c28e5d97eeb,28,500,2026-05-02T17:30:36.515229Z,0.875068,1.213219,4.462031,6.152988,0.036266,7.366207,1.2132190000000005,6.0
019de9be-42ac-7323-9b17-c14ecd771153,28,500,2026-05-02T17:30:53.506293Z,0.869052,1.221907,4.983314,6.17369,0.035882,7.395597,1.2219070000000007,6.0
019de9be-87ea-70b2-b3af-b88389eec957,28,500,2026-05-02T17:31:11.228971Z,0.82425,1.258026,4.875201,9.14719,0.034742,10.405216,1.2580259999999992,8.25
019de9be-d418-75c3-a209-f6f0124f592f,28,500,2026-05-02T17:31:30.731312Z,0.845087,1.216634,5.713524,6.160916,0.034283,7.37755,1.216634,6.0
019de9bf-1878-7271-b465-a50daf96c55b,28,500,2026-05-02T17:31:48.238961Z,0.849733,1.234191,4.922316,6.189556,0.035635,7.423747,1.234191,6.0
019de9bf-5bb0-7323-8ed6-2a71c85fff70,28,500,2026-05-02T17:32:05.444965Z,0.097665,1.23507,5.102325,6.187492,0.02696,7.422562,1.2350700000000003,6.0
019de9bf-98fb-7153-8dbb-e6e5b161f834,28,500,2026-05-02T17:32:21.133697Z,0.098128,1.238691,4.95619,6.178513,0.035984,7.417204,1.2386910000000002,6.0
019de9bf-dc6e-7ac0-bc20-d49f79a93ff5,28,500,2026-05-02T17:32:38.401199Z,0.099717,2.058146,4.131286,6.173617,0.037195,8.231763,2.0581460000000007,6.75
019de9c0-1a50-7f03-bd5f-698e730f2abb,28,500,2026-05-02T17:32:54.246354Z,0.100161,1.246775,5.021674,6.164119,0.036239,7.410894,1.2467749999999995,6.0
019de9c0-5acb-7e10-9480-ca60b17558f4,28,500,2026-05-02T17:33:10.748991Z,0.10052,1.224155,5.00618,6.174035,0.036313,7.39819,1.2241549999999997,6.0
019de9c0-99bf-70b3-a333-1f756d70e29c,28,500,2026-05-02T17:33:26.866588Z,0.099917,1.226509,4.978422,6.134729,0.027349,7.361238,1.226509,6.0
019de9c0-d72f-7872-ac17-919f7beafd59,28,500,2026-05-02T17:33:42.594692Z,0.09418,1.216539,5.334638,6.139563,0.035623,7.356102,1.216539,6.0
019de9c1-1b87-70f3-bafb-b3887d3bd6f2,28,500,2026-05-02T17:34:00.092258Z,0.098373,1.2303,4.337372,6.172146,0.026752,7.402446,1.2303000000000006,6.0
019de9c1-5aee-7900-8205-fa09ec2192d2,28,500,2026-05-02T17:34:16.322554Z,0.09904,1.234221,5.175935,6.164685,0.037136,7.398906,1.2342209999999998,6.0
019de9c1-9e48-7dc0-ba59-20724e2ef896,28,500,2026-05-02T17:34:33.565038Z,0.083009,1.216001,5.204677,6.173335,0.036665,7.389336,1.2160010000000003,6.0
019de9c1-dd33-7932-8cbc-f67d1a5bffdc,28,500,2026-05-02T17:34:49.670071Z,0.096595,2.034562,3.54043,6.147167,0.055778,8.181729,2.034562000000001,6.75
019de9c2-1ae1-78e1-846f-7202aec3e149,28,500,2026-05-02T17:35:05.461800Z,0.098604,1.215525,3.970679,6.15949,0.035083,7.375015,1.2155250000000004,6.0
019de9c2-5742-78f1-be3b-15fbb7d2fca3,28,500,2026-05-02T17:35:20.916377Z,0.096015,1.242242,4.343624,6.161135,0.054862,7.403377,1.242242,6.0
019de9c2-b801-7e02-9e2a-41ba7ccd30a1,273,500,2026-05-02T17:35:45.837915Z,0.618901,6.636689,4.825144,56.74337,0.28471,63.380059,6.636689000000004,48.0
